target,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,rank,log_likelihood_total,log_likelihood_avg,num_words
CON(C)C(=O)C[C@@H](C)c1ccccc1,CON(C)C(=O)C[C@@H](C)c1ccccc1,CON(C)C(=O)C[C@H](C)c1ccccc1,CON(C)C(=O)C[CC@@H](C)c1ccccc1,CON(C)C(=O)C[C]@@H](C)c1ccccc1,CON(C)C(=O)C[CH](C)c1ccccc1,1,-0.12673009932041168,-0.005069204140454531,25
CCOC(=O)[C@H](F)[C@@H](NC(C)=O)c1ccccc1,CCOC(=O)[C@H](F)[C@@H](NC(C)=O)c1ccccc1,CCOC(=O)[C@H](F)[C@H](NC(C)=O)c1ccccc1,CCOC(=O)[C@@H](F)[C@H](NC(C)=O)c1ccccc1,CCOC(=O)[C@@H](F)[C@@H](NC(C)=O)c1ccccc1,CCOC(=O)[C@H](F)[CC@@H](NC(C)=O)c1ccccc1,1,-0.30776235461235046,-0.009617573581635952,32
CC(C)C[C@@H](Cl)B1OC(C)(C)C(C)(C)O1,CC(C)C[C@@H](Cl)B1OC(C)(C)C(C)(C)O1,CC(C)C[C@H](Cl)B1OC(C)(C)C(C)(C)O1,CC(C)C[CC@@H](Cl)B1OC(C)(C)C(C)(C)O1,CC(C)C[C(@@H](Cl)B1OC(C)(C)C(C)(C)O1,CC(C)C[C]@@H](Cl)B1OC(C)(C)C(C)(C)O1,1,-0.20487578213214874,-0.006829192861914635,30
CC[C@@H](C)c1ccccc1,CC[C@@H](C)c1ccccc1,CC[C@H](C)c1ccccc1,CC[CC@@H](C)c1ccccc1,CC[C[C@@H](C)c1ccccc1,CC[CC@H](C)c1ccccc1,1,-0.08014672994613647,-0.00500917062163353,16
CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[CC@@H](C)c1ccccc1,CCOC(=O)C[CC@H](C)c1ccccc1,CCOC(=O)C[C=C(C)c1ccccc1,1,-0.21234209835529327,-0.009232264943420887,23
C[C@@H](CO)C[C@@H](O)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CC[C@@H](C)C[C@@H](O)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CC[C@H](C)C[C@H](O)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CC[C@H](C)C[C@@H](O)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CC[C@@H](C)C[C@@]](O)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CC[C@@H](C)C[C@H](O)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,0,-52.22060775756836,-1.1868319511413574,44
CC(=O)N[C@@H](C)c1ccc(Cl)cc1,CC(=O)N[C@@H](C)c1ccc(Cl)cc1,CC(=O)N[C@H](C)c1ccc(Cl)cc1,CC(=O)N[CC@@H](C)c1ccc(Cl)cc1,CC[C@@H](NC(C)=O)c1ccc(Cl)cc1,CC(=O)N[C(@@H](C)c1ccc(Cl)cc1,1,-0.11967156827449799,-0.0049863154999911785,24
C[C@@H]1Cc2ccccc2N1,C[C@@H]1Cc2ccccc2N1,C[C@H]1Cc2ccccc2N1,C[C@@]1Cc2ccccc2N1,C[CH]1Cc2ccccc2N1,C[C=C1Cc2ccccc2N1,1,-0.02035444974899292,-0.0011308027897030115,18
CC[C@@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[CO)c1ccc([C@H](C)C(C)C)cc1,CC[C[C@@H](C)c1ccc(OC)cc1,CC[C]@@H](C)c1ccc(OC)cc1,1,-0.15377068519592285,-0.008093194104731083,19
CC(=O)N[C@H]1C=C(/C=C/c2ccccc2)CCC1,CC(=O)N[C@H]1C=C/c2ccccc2)CCC1,CC(=O)N[C@@H]1C=C/c2ccccc2)CCC1,CC(=O)N[C@H]1C=C(/C=C/c2ccccc2)CCC1,CC(=O)N[C@H]1C=C(/C=C\c2ccccc2)CCC1,CC(=O)N[C@@H]1C=C(/C=C/c2ccccc2)CCC1,3,-4.908613681793213,-0.1533941775560379,32
COc1ccc2c(c1)CC[C@@H](NC(C)=O)C2,COc1ccc2c(c1)CC[C@H](NC(C)=O)C2,COc1ccc2c(c1)CC[C@@H](NC(C)=O)C2,COc1ccc2c(c1)CC[C@](NC(C)=O)C2,COc1ccc2c(c1)CCC(NC(C)=O)C2,COc1ccc2c(c1)CC[C](NC(C)=O)C2,2,-2.142699718475342,-0.07652498781681061,28
C[C@H]1Cc2ccccc2[C@H]1C,C[C@H]1Cc2ccccc2[C@H]1C,C[C@@H]1Cc2ccccc2[C@@H]1C,C[C@H]1Cc2ccccc2[C@@H]1C,C[CC@H]1Cc2ccccc2[C@H]1C,C[C@@H]1Cc2ccccc2[C@H]1C,1,-0.04887112230062485,-0.00212483131326735,23
COC(=O)[C@H](C)CC(=O)O,COC(=O)[C@H](C)CC(=O)O,COC(=O)[C@@H](C)CC(=O)O,CC[C@@H](CC(=O)O)C(=O)OC,CC[C@H](CC(=O)O)C(=O)OC,CC(=O)C[C@@H](C)C(=O)OC,1,-0.3518602252006531,-0.017593011260032654,20
COC(=O)[C@@H](C)NC(C)=O,COC(=O)[C@@H](C)NC(C)=O,COC(=O)[C@H](C)NC(C)=O,CC[C@@H](NC(C)=O)C(=O)OC,CC[C@H](NC(C)=O)C(=O)OC,COC(=O)[CC@@H](C)NC(C)=O,1,-0.07291856408119202,-0.0036459281109273434,20
C=C(c1ccccc1)[C@H](C)NC(C)=O,C=C(c1ccccc1)[C@H](C)NC(C)=O,C=C(c1ccccc1)[C@@H](C)NC(C)=O,C=C(c1ccccc1)[C@H](C)/C(=C)c1ccccc1,C=C(/CC(=O)N[C@@H](C)C(=C)c1ccccc1,C=C(/C=C(\C)NC(C)=O)C(=C)c1ccccc1,1,-0.03204509988427162,-0.0012818039394915104,25
C[C@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[CC@H](Cc1ccccc1)c1ccccc1,CC[C@H](C)c1ccc(OC)cc1,C[CH](Cc1ccccc1)c1ccccc1,1,-0.012653599493205547,-0.000575163634493947,22
O=C(O)[C@H](Cc1ccccc1)c1ccccc1,O=C(O)[C@H](Cc1ccccc1)c1ccccc1,O=C(O)[C@@H](Cc1ccccc1)c1ccccc1,O=C(O)[CH](Cc1ccccc1)c1ccccc1,O=C(O)[Cc1ccccc1)c1ccccc1,O=C(O)[C/c1ccccc1)c1ccccc1,1,-0.05463029444217682,-0.0021011652424931526,26
COC(=O)[C@@H](CNC(C)=O)Cc1ccccc1,COC(=O)[C@@H](CNC(C)=O)Cc1ccccc1,COC(=O)[C@H](CNC(C)=O)Cc1ccccc1,COC(=O)[CC@@H](CNC(C)=O)Cc1ccccc1,COC(=O)[C@@H](CNC(C])=O)Cc1ccccc1,COC(=O)[CH](CNC(C)=O)Cc1ccccc1,1,-0.022676102817058563,-0.000839855638332665,27
CC[C@H](C)c1ccccc1,CC[C@H](C)c1ccccc1,CC[C@@H](C)c1ccccc1,CC[CO[C@H](C)c1ccccc1,CC[C[C@H](C)c1ccccc1,CC[CC@H](C)c1ccccc1,1,-0.0654495507478714,-0.004090596921741962,16
C[C@@H](CCO)c1ccccc1,C[C@@H](CCO)c1ccccc1,C[C@H](CCO)c1ccccc1,C[CO[C@@H](CCO)c1ccccc1,C[CO[C@H](CCO)c1ccccc1,C[C[C@@H](CCO)c1ccccc1,1,-0.3327285647392273,-0.019572269171476364,17
C[C@H](C(=O)O)c1ccccc1,C[C@H](C(=O)O)c1ccccc1,C[C@@H](C(=O)O)c1ccccc1,CO[C@H](C)C(=O)O)c1ccccc1,C[CC@H](C(=O)O)c1ccccc1,C[C/C(=O)O[C@H](C)c1ccccc1,1,-0.03796740621328354,-0.0018079717410728335,21
O=C1CCC[C@H]1Cc1ccccc1,O=C1CCC[C@H]1Cc1ccccc1,O=C1CCC[C@@H]1Cc1ccccc1,O=C1CCC[CC@H]1Cc1ccccc1,O=C1CCC[C]]1Cc1ccccc1,O=C1CCC[CH]1Cc1ccccc1,1,-0.035193391144275665,-0.001675875741057098,21
CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[CO[C@H](C)c1ccccc1,CC[C@@H](NC(C)=O)c1ccccc1,COc1ccccc1[C@H](C)NC(C)=O,1,-0.09230982512235641,-0.004395706113427877,21
COC(=O)C[C@H](C)NC(C)=O,COC(=O)C[C@@H](C)NC(C)=O,COC(=O)C[C@H](C)NC(C)=O,COC(=O)C[COCC[C@H](C)NC(C)=O,COC(=O)C[COCC[C@@H](C)NC(C)=O,COC(=O)C[C[C@@H](C)NC(C)=O,2,-0.7191133499145508,-0.03268697112798691,22
Cc1ccccc1C(=O)C[C@H]1CCc2ccccc2N1,Cc1ccccc1C(=O)C[C@H]1CCc2ccccc2N1,Cc1ccccc1C(=O)C[C@@H]1CCc2ccccc2N1,Cc1ccccc1C(=O)C[C#H]1CCc2ccccc2N1,Cc1ccccc1C(=O)C[CH]1CCc2ccccc2N1,Cc1ccccc1C(=O)C[C@H]1CCc2ccccc2S1,1,-0.07725056260824203,-0.0025750186759978533,30
C[C@H]1CCCCc2ccccc21,C[C@H]1CCCCc2ccccc21,C[C@@H]1CCCCc2ccccc21,C[CC@H]1CCCCc2ccccc21,C[C]@H]1CCCCc2ccccc21,C[CH]1CCCCc2ccccc21,1,-0.24467016756534576,-0.014392362907528877,17
O=C1c2ccccc2C[C@@H]1Cc1ccccc1,O=C1c2ccccc2C[C@@H]1Cc1ccccc1,O=C1c2ccccc2C[C@H]1Cc1ccccc1,O=C1c2ccccc2CC[C@@H]1Cc1ccccc1,O=C1c2ccccc2CC[C@H]1Cc1ccccc1,O=C1c2ccccc2CN[C@H]1Cc1ccccc1,1,-0.42799678444862366,-0.016461415216326714,26
CC(C)(C)c1ccc2c(c1)C[C@H](CO)CO2,CC(C)(C)c1ccc2c(c1)C[C@H](CO)CO2,CC(C)(C)c1ccc2c(c1)C[C@@H](CO)CO2,CC(C)(C)c1ccc2c(c1)C[CCO)CO2,CC(C)(C)c1ccc2c(c1)C[C@](CO)CO2,CC(C)(C)1ccc2c(c1)C[C@H](CO)CO2,1,-0.015056894160807133,-0.0005377462366595864,28
COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,CC[C@@H](CC(=O)OC)C(=O)OC,CC[C@H](CC(=O)OC)C(=O)OC,CC[C@@H](C)C(=O)OC,1,-0.16494180262088776,-0.007497354876250029,22
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C]@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C=C/c1ccccc1)NC(C)=O,1,-0.05677717551589012,-0.002183737466111779,26
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C]@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C=C/c1ccccc1)NC(C)=O,1,-0.05677717551589012,-0.002183737466111779,26
CC[C@@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C]@@H](C)c1ccc(OC)cc1,CC[CC@@H](C)c1ccc(OC)cc1,CC[CC@H](C)c1ccc(OC)cc1,1,-0.5396066904067993,-0.028400352224707603,19
CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[CC@@H](C)c1ccccc1,CCOC(=O)C[CC@H](C)c1ccccc1,CCOC(=O)C[C=C(C)c1ccccc1,1,-0.21234209835529327,-0.009232264943420887,23
COC(=O)[C@@H](CNC(C)=O)Cc1ccccc1,COC(=O)[C@@H](CNC(C)=O)Cc1ccccc1,COC(=O)[C@H](CNC(C)=O)Cc1ccccc1,COC(=O)[CC@@H](CNC(C)=O)Cc1ccccc1,COC(=O)[C@@H](CNC(C])=O)Cc1ccccc1,COC(=O)[CH](CNC(C)=O)Cc1ccccc1,1,-0.022676102817058563,-0.000839855638332665,27
COc1cccc2c1C[C@H](NC(C)=O)CC2,COc1cccc2c1C[C@H](NC(C)=O)CC2,COc1cccc2c1C[C@@H](NC(C)=O)CC2,COc1cccc3c1C[C@H](NC(C)=O)CC2,COc1cccc3c1C[C@@H](NC(C)=O)CC2,COc1cccc2c1C[CNC(C)=O)CC2,1,-0.5075656175613403,-0.020302625373005867,25
CCOC(=O)C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccc(F)cc1,CCOC(=O)C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccc(F)cc1,CCOC(=O)C[C@@H](B1OC(C)(C)C(C)(C)O1)c1ccc(F)cc1,CCOC(=O)C[C@H](Sc1OC(C)(C)C(C)(C)O1)c1ccc(F)cc1,CCOC(=O)C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccc(Cl)cc1,CCOC(=O)C[C@H](B1OC(C)(C)C(C)(C)O1])c1ccc(F)cc1,1,-0.02032175473868847,-0.0004956525517627597,41
CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[CC@@H](C)c1ccccc1,CCOC(=O)C[CC@H](C)c1ccccc1,CCOC(=O)C[C=C(C)c1ccccc1,1,-0.21234209835529327,-0.009232264943420887,23
CCOC(=O)C[C@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[C@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[C[C@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[CC@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,1,-0.249240905046463,-0.0065589710138738155,38
COC(=O)[C@@H](C)NC(C)=O,COC(=O)[C@@H](C)NC(C)=O,CC[C@@H](NC(C)=O)C(=O)OC,COC(=O)[C@H](C)NC(C)=O,CC[C@H](NC(C)=O)C(=O)OC,CC(=O)N[C@H](C)C(=O)OC,1,-0.2538920044898987,-0.01269460003823042,20
CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[CC@H](C)c1ccccc1,CCOC(=O)C[CH](C)c1ccccc1,CCOC(=O)C[C]C)c1ccccc1,1,-0.08735217899084091,-0.003797920886427164,23
Cc1ccc(C[C@@H](C)C(=O)O)cc1,Cc1ccc(C[C@@H](C)C(=O)O)cc1,Cc1ccc(C[C@H](C)C(=O)O)cc1,Ccc1ccc(C[C@@H](C)C(=O)O)cc1,CCOC(=O)[C@@H](C)Cc1ccc(C)cc1,CCOC(=O)[C@H](C)Cc1ccc(C)cc1,1,-0.016859257593750954,-0.0006743703270331025,25
CC(=O)N[C@@H]1CCCc2ccccc21,CC(=O)N[C@@H]1CCCc2ccccc21,CC(=O)N[C@H]1CCCc2ccccc21,CC(=O)N[CC@@H]1CCCc2ccccc21,CC(=O)N[CO[C@@H]1CCCc2ccccc21,CC(=O)N[C[C@@H]1CCCc2ccccc21,1,-0.11301305145025253,-0.005136956926435232,22
C[C@H](C[Si](C)(C)C)c1ccccc1,C[C@@H](C[Si](C)(C)C)c1ccccc1,C[C@H](C[Si](C)(C)C)c1ccccc1,C[CC@@H](C[Si](C)(C)C)c1ccccc1,C[CC@H](C[Si](C)(C)C)c1ccccc1,C[C@@H](C[SI](C)(C)C)c1ccccc1,2,-1.7646195888519287,-0.07058478146791458,25
CCC(=O)[C@H](CC)NC(C)=O,CC[C@H](NC(C)=O)C(=O)CC,CC[C@@H](NC(C)=O)C(=O)CC,CC.CC[C@H](NC(C)=O)C(=O)CC,CC[C[C@H](NC(C)=O)C(=O)CC,CC[CC@H](NC(C)=O)C(=O)CC,0,-43.876991271972656,-2.193849563598633,20
C[C@H](c1ccccc1)C(C)(C)C,C[C@H](c1ccccc1)C(C)(C)C,C[C@@H](c1ccccc1)C(C)(C)C,C[C[C@H](c1ccccc1)C(C)(C)C,C[C[C@@H](c1ccccc1)C(C)(C)C,C[CC@H](c1ccccc1)C(C)(C)C,1,-0.61869877576828,-0.0281226709485054,22
CC(=O)N[C@H](C)c1cccc2ccccc12,CC(=O)N[C@H](C)c1cccc2ccccc12,CC(=O)N[C@@H](C)c1cccc2ccccc12,CC(=O)N[C@H](C)c1cccc2ccccc21,CC(=O)N[C@H](C)/c1cccc2ccccc12,CC(=O)N[CC@H](C)c1cccc2ccccc12,1,-0.07675854116678238,-0.0031982725486159325,24
Cc1ccccc1C[C@@H]1CCCCC1=O,Cc1ccccc1C[C@@H]1CCCCC1=O,Cc1ccccc1C[C@H]1CCCCC1=O,Cc1ccccc1C[C@@H]1CCCC/1=O,Clc1ccccc1C[C@@H]1CCCCC1=O,Cc1ccccc1C[C@H]1CCCC/1=O,1,-0.11956945061683655,-0.005434975028038025,22
COC(=O)C[C@@H](C)NC(C)=O,COC(=O)C[C@@H](C)NC(C)=O,COC(=O)C[C@H](C)NC(C)=O,COC(/=O)C[C@@H](C)NC(C)=O,CO=O)C[C@@H](C)NC(C)=O,COC(=O)(C[C@@H](C)NC(C)=O,1,-0.05782876908779144,-0.0026285804342478514,22
COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@H](Cc1ccccc1)NC(C)=O,COC(=O)[C[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[COBC@H](Cc1ccccc1)NC(C)=O,1,-0.00965804886072874,-0.00037146342219784856,26
COC(=O)C[C@H](C)NC(C)=O,COC(=O)C[C@@H](C)NC(C)=O,COC(=O)C[C@H](C)NC(C)=O,COC(=O)C[COCC[C@H](C)NC(C)=O,COC(=O)C[COCC[C@@H](C)NC(C)=O,COC(=O)C[C[C@@H](C)NC(C)=O,2,-0.7191133499145508,-0.03268697112798691,22
c1ccc([C@@H]2CCCN2)cc1,c1ccc([C@@H]2CCCN2)cc1,c1ccc([C@H]2CCCN2)cc1,c1ccc([COCCCN2)cc1)[C@H]2CCCN2)cc1,c1ccc([COCCCN2)cc1)[C@@H]2CCCN2)cc1,c1ccc([C@@H]2CCCNC2)cc1,1,-0.34911805391311646,-0.01939544826745987,18
C[C@@H](c1ccccc1)P(=O)(O)O,C[C@@H](c1ccccc1)P(=O)(O)O,C[C@H](c1ccccc1)P(=O)(O)O,C[C@@H](c1ccccc1)CP(=O)(O)O,C[C@@H](c1ccccc1)CON(=O)(O)O,C[C@@H](c1ccccc1)PH(=O)(O)O,1,-0.06226710230112076,-0.002707265317440033,23
O=C(O)[C@H](Cc1ccccc1)c1ccccc1,O=C(O)[C@H](Cc1ccccc1)c1ccccc1,O=C(O)[C@@H](Cc1ccccc1)c1ccccc1,O=C(O)[CH](Cc1ccccc1)c1ccccc1,O=C(O)[Cc1ccccc1)c1ccccc1,O=C(O)[C/c1ccccc1)c1ccccc1,1,-0.05463029444217682,-0.0021011652424931526,26
COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C[C@H](C)C(=O)OC,COC(=O)C[C[C@@H](C)C(=O)OC,COC(=O)C[CC@H](C)C(=O)OC,2,-0.7451332211494446,-0.03386969119310379,22
CC(C)[C@@H](C(=O)O)c1ccc(F)cc1,CC(C)[C@@H](C(=O)O)c1ccc(F)cc1,CC(C)[C@H](C(=O)O)c1ccc(F)cc1,CC(C)[CC@@H](C(=O)O)c1ccc(F)cc1,CC(C)[C@@H](C(=O)O])c1ccc(F)cc1,CC(C)[C]@@H](C(=O)O)c1ccc(F)cc1,1,-0.018212122842669487,-0.0007004662766121328,26
C[C@@H](c1ccccc1)c1ccccc1C(=O)O,C[C@@H](c1ccccc1)c1ccccc1C(=O)O,C[C@H](c1ccccc1)c1ccccc1C(=O)O,C[Cc1ccccc1)c1ccccc1C(=O)O,C[CH](c1ccccc1)c1ccccc1C(=O)O,C[C(c1ccccc1)c1ccccc1C(=O)O,1,-0.07880227267742157,-0.002918602665886283,27
CCCC[C@@H]1Cc2ccccc2N1,CCCC[C@@H]1Cc2ccccc2N1,CCCC[C@H]1Cc2ccccc2N1,CC1Cc2ccccc2N1)[C@H]1Cc1ccccc1,CC1Cc2ccccc2N1)[C@@H]1Cc1ccccc1,CC1Cc2ccccc2N1[C@H]1Cc1ccccc1,1,-0.017114799469709396,-0.0009007789194583893,19
C[C@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[CC@H](Cc1ccccc1)c1ccccc1,CC[C@H](C)c1ccc(OC)cc1,C[CH](Cc1ccccc1)c1ccccc1,1,-0.012653599493205547,-0.000575163634493947,22
CC[C@@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C]@@H](C)c1ccc(OC)cc1,CC[CC@@H](C)c1ccc(OC)cc1,CC[CC@H](C)c1ccc(OC)cc1,1,-0.5396066904067993,-0.028400352224707603,19
COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C[C@H](C)C(=O)OC,COC(=O)C[C[C@@H](C)C(=O)OC,COC(=O)C[CC@H](C)C(=O)OC,2,-0.7451332211494446,-0.03386969119310379,22
COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C[C@H](C)C(=O)OC,COC(=O)C[C[C@@H](C)C(=O)OC,COC(=O)C[CC@H](C)C(=O)OC,2,-0.7451332211494446,-0.03386969119310379,22
C[C@@H](c1ccccc1)c1ccccc1C(=O)O,C[C@@H](c1ccccc1)c1ccccc1C(=O)O,C[C@H](c1ccccc1)c1ccccc1C(=O)O,C[Cc1ccccc1)c1ccccc1C(=O)O,C[CH](c1ccccc1)c1ccccc1C(=O)O,C[C(c1ccccc1)c1ccccc1C(=O)O,1,-0.07880227267742157,-0.002918602665886283,27
COC(=O)[C@@H](Cc1ccco1)NC(=O)OCc1ccccc1,COC(=O)[C@@H](Cc1ccco1)NC(=O)OCc1ccccc1,COC(=O)[C@H](Cc1ccco1)NC(=O)OCc1ccccc1,COC(=O)[CC@@H](Cc1ccco1)NC(=O)OCc1ccccc1,COC(=O)[CH](Cc1ccco1)NC(=O)OCc1ccccc1,COC(=O)[C/Cc1ccco1)NC(=O)OCc1ccccc1,1,-0.011694571934640408,-0.00037724425783380866,31
COC(=O)c1ccc([C@H]2CC(=O)Nc3ccccc3S2)cc1,COC(=O)c1ccc([C@H]2CC(=O)Nc3ccccc3S2)cc1,COC(=O)c1ccc([C@@H]2CC(=O)Nc3ccccc3S2)cc1,COC(=O)cc1ccc([C@H]2CC(=O)Nc3ccccc3S2)cc1,COC(=O)c1ccc([C@H]2CC(=O)Nc3ccccc4S2)cc1,COC(=O)c1ccc([C@H]2CC(=O)Sc3ccccc3S2)cc1,1,-0.040855515748262405,-0.0011673005064949393,35
CC[C@@H](c1ccccc1)[Si](C)(C)C,CC[C@H](c1ccccc1)[Si](C)(C)C,CC[C@@H](c1ccccc1)[Si](C)(C)C,C[C@H](c1ccccc1)[Si](C)(C)C,CC[C]Oc1ccccc1)[Si](C)(C)C,CC[C@H](c1ccccc1)[SI](C)(C)C,2,-3.2267396450042725,-0.14029303193092346,23
CC[C@@H](C)c1ccccc1,CC[C@@H](C)c1ccccc1,CC[C@H](C)c1ccccc1,CC[CC@@H](C)c1ccccc1,CC[C[C@@H](C)c1ccccc1,CC[CC@H](C)c1ccccc1,1,-0.08014672994613647,-0.00500917062163353,16
CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[CO)c1ccc([C@@H](C)Cc2ccccc2)cc1,CC[CO)c1ccc([C@H](C)Cc2ccccc2)cc1,CC[C]Oc1ccc([C@@H](C)Cc2ccccc2)cc1,2,-0.6954237222671509,-0.03660124912858009,19
COC(=O)C[C@H](C)NC(C)=O,COC(=O)C[C@@H](C)NC(C)=O,COC(=O)C[C@H](C)NC(C)=O,COC(=O)C[COCC[C@H](C)NC(C)=O,COC(=O)C[COCC[C@@H](C)NC(C)=O,COC(=O)C[C[C@@H](C)NC(C)=O,2,-0.7191133499145508,-0.03268697112798691,22
CCOC(=O)C[C@@H](Sc1ccccc1)c1ccc(F)cc1,CCOC(=O)C[C@H](Sc1ccccc1)c1ccc(F)cc1,CCOC(=O)C[C@@H](Sc1ccccc1)c1ccc(F)cc1,CCOC(=O)C[C@](Sc1ccccc1)c1ccc(F)cc1,CCOC(=O)C[C@H](B1ccccc1)c1ccc(F)cc1,CCOC(=O)C[C@H](SC1ccccc1)c1ccc(F)cc1,2,-3.543811798095703,-0.11431650817394257,31
CCOC(=O)[C@@H](F)Cc1ccccc1,CCOC(=O)[C@H](F)Cc1ccccc1,CCOC(=O)[C@@H](F)Cc1ccccc1,CCOC(=O)[C[C@H](F)Cc1ccccc1,CCOC(=O)[CC@H](F)Cc1ccccc1,CCOC(=O)[CC@@H](F)Cc1ccccc1,2,-0.9091581106185913,-0.041325367987155914,22
CC(=O)N[C@@H](C)C(=O)O,CC(=O)N[C@@H](C)C(=O)O,CC(=O)N[C@H](C)C(=O)O,CC(=O)N[C(=O)O[C@@H](C)C(=O)O,CC(=O)N[C=O)C[C@@H](C)C(=O)O,CC(=O)N[C[C@@H](C)C(=O)O,1,-0.21762418746948242,-0.01036305632442236,21
COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,CC[C@@H](CC(=O)OC)C(=O)OC,CC[C@H](CC(=O)OC)C(=O)OC,CC[C@@H](C)C(=O)OC,1,-0.16494180262088776,-0.007497354876250029,22
O=C1C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C@@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C@](Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C=C](Cc2ccccc2)C(=O)N1Cc1ccccc1,1,-0.028367318212985992,-0.0008343328954651952,34
COc1ccc([C@H](C)B2OC(C)(C)C(C)(C)O2)cc1,COc1ccc([C@H](C)B2OC(C)(C)C(C)(C)O2)cc1,COc1ccc([C@@H](C)B2OC(C)(C)C(C)(C)O2)cc1,COc1ccc([C@H](C)B2OC(C)(C)C(C)(C)O1)cc1,COc1ccc([C@H](C)CB2OC(C)(C)C(C)(C)O2)cc1,COc1ccc([C@@H](C)B2OC(C)(C)C(C)(C)O1)cc1,1,-0.10516675561666489,-0.0031868712976574898,33
