Reactant,product,a_nbo,b_nbo,r2_nbo,a_bond,b_bond,r2_bond,a_vbur,b_vbur,r2_vbur,a_l,b_l,r2_l,a_b1,b_b1,r2_b1,a_b5,b_b5,r2_b5
C/C(=C\S(=O)(=O)Cc1ccccc1)c1ccc(Br)cc1,CC(CS(=O)(=O)Cc1ccccc1)c1ccc(Br)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\S(=O)(=O)Cc1ccccc1)c1ccc(C(F)(F)F)cc1,CC(CS(=O)(=O)Cc1ccccc1)c1ccc(C(F)(F)F)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\S(=O)(=O)Cc1ccccc1)c1ccc(C)cc1,Cc1ccc(C(C)CS(=O)(=O)Cc2ccccc2)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\S(=O)(=O)Cc1ccccc1)c1ccc(Cl)cc1,CC(CS(=O)(=O)Cc1ccccc1)c1ccc(Cl)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\S(=O)(=O)Cc1ccccc1)c1ccccc1,C[C@@H](CS(=O)(=O)Cc1ccccc1)c1ccccc1,2.8403799182289204,-3.3027377548627017,0.3270893360747933,-16.416491605747215,-6.925943253693558,0.5712974930309345,-3.921854031330702,4.205366553985829,0.6981328555852543,0.12537309835784902,-0.15802794196956338,0.07690846841284238,-0.08670955111234915,1.454587245246234,0.007049370318210957,-0.23226832220605503,2.898409412473729,0.08646410848233199
C/C(=C\S(=O)(=O)Cc1ccccc1)c1ccccc1,C[C@H](CS(=O)(=O)Cc1ccccc1)c1ccccc1,301.4386023476107,-518.6151981413714,0.605258339924345,-246.5282283634874,-123.53104623285596,0.6120210382276632,-31.973548026364192,26.412207962250687,0.3421310990834231,163.3860365971177,-1179.8113833597915,0.6924006861651129,-1.390548283092365,7.83944447270058,0.601260292802453,0.9836710063674792,-5.97147356091097,0.9254180065522084
C/C(=C\S(=O)(=O)c1ccc(C)cc1)c1ccc(C(F)(F)F)cc1,Cc1ccc(S(=O)(=O)C[C@@H](C)c2ccc(C(F)(F)F)cc2)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\S(=O)(=O)c1ccc(C)cc1)c1ccc(C)cc1,Cc1ccc([C@H](C)CS(=O)(=O)c2ccc(C)cc2)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\S(=O)(=O)c1ccc(C)cc1)c1ccc(Cl)cc1,Cc1ccc(S(=O)(=O)C[C@@H](C)c2ccc(Cl)cc2)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\S(=O)(=O)c1ccc(C)cc1)c1ccc(F)cc1,Cc1ccc(S(=O)(=O)C[C@@H](C)c2ccc(F)cc2)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\S(=O)(=O)c1ccc(C)cc1)c1cccc(C)c1,Cc1ccc(S(=O)(=O)C[C@@H](C)c2cccc(C)c2)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\S(=O)(=O)c1ccc(C)cc1)c1ccccc1,Cc1ccc(S(=O)(=O)CC(C)c2ccccc2)cc1,-138.4682895962887,211.21234860989867,0.49269570247581806,-918.2064305645747,-412.42010339783826,0.6557979597334642,42.255211858038166,-28.36892137617648,0.727702196557334,2.493801395464717,-20.017610809528115,0.3274396794695419,5.198824882863532,-25.686933949250708,0.7234251841000645,3.0400991115410267,-27.991965202620158,0.7231099992214595
C/C(=C\S(=O)(=O)c1ccc(C)cc1)c1ccccc1,Cc1ccc(S(=O)(=O)C[C@@H](C)c2ccccc2)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\S(=O)(=O)c1ccc(C)cc1)c1ccccc1C,Cc1ccc(S(=O)(=O)C[C@@H](C)c2ccccc2C)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\S(=O)(=O)c1ccc(C)cc1)c1cccs1,Cc1ccc(S(=O)(=O)C[C@@H](C)c2cccs2)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\S(C)(=O)=O)c1ccccc1,C[C@H](CS(C)(=O)=O)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[C@H](C)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)CO,C[C@H](CO)C[C@H](C)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC(C[N+](=O)[O-])c1cc(C(F)(F)F)cc(C(F)(F)F)c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1ccc(Br)cc1,CC(C[N+](=O)[O-])c1ccc(Br)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1ccc(C(C)(C)C)cc1,CC(C[N+](=O)[O-])c1ccc(C(C)(C)C)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1ccc(C(C)(C)C)cc1,C[C@@H](C[N+](=O)[O-])c1ccc(C(C)(C)C)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1ccc(C(F)(F)F)cc1,CC(C[N+](=O)[O-])c1ccc(C(F)(F)F)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1ccc(C)cc1,Cc1ccc(C(C)C[N+](=O)[O-])cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1ccc(C)cc1,Cc1ccc([C@@H](C)C[N+](=O)[O-])cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1ccc(Cl)cc1,CC(C[N+](=O)[O-])c1ccc(Cl)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1ccc(Cl)cc1,C[C@@H](C[N+](=O)[O-])c1ccc(Cl)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1ccc(F)cc1,CC(C[N+](=O)[O-])c1ccc(F)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1ccc(I)cc1,CC(C[N+](=O)[O-])c1ccc(I)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1ccc2ccccc2c1,C[C@@H](C[N+](=O)[O-])c1ccc2ccccc2c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1cccc(Br)c1,CC(C[N+](=O)[O-])c1cccc(Br)c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1cccc(C(F)(F)F)c1,CC(C[N+](=O)[O-])c1cccc(C(F)(F)F)c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1cccc(Cl)c1,CC(C[N+](=O)[O-])c1cccc(Cl)c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1cccc(Cl)c1,C[C@@H](C[N+](=O)[O-])c1cccc(Cl)c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1cccc(F)c1,CC(C[N+](=O)[O-])c1cccc(F)c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1cccc(F)c1,C[C@@H](C[N+](=O)[O-])c1cccc(F)c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1cccc2ccccc12,CC(C[N+](=O)[O-])c1cccc2ccccc12,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1ccccc1,CC(C[N+](=O)[O-])c1ccccc1,1.253025346943126,-0.1810141554173541,0.09706497604695319,0.02303751228586669,1.605383990421277,0.002613013483795834,5.47551846337992,-2.3667332288265324,0.02267236316197685,0.4049893481640134,-2.1582479400057717,0.10202532466677117,-0.4081364167060153,2.8627088405124446,0.06692302930412763,0.35954773059252526,-1.8686059740259093,0.22309249949578558
C/C(=C\[N+](=O)[O-])c1ccccc1,C[C@@H](C[N+](=O)[O-])c1ccccc1,-272.85512469031454,413.64564047926984,0.3518908309779126,-685.4466891707197,-306.62772193362974,0.35189083097791274,100.40886515452125,-71.55429790321853,0.3518908309779126,4.402188128591165,-37.04729616993726,0.3518908309779126,2.3249414036837197,-9.28365087160542,0.35189083097791274,3.3067675522718,-30.349367149886568,0.3518908309779126
C/C(=C\[N+](=O)[O-])c1ccccc1Br,CC(C[N+](=O)[O-])c1ccccc1Br,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1ccccc1C,Cc1ccccc1C(C)C[N+](=O)[O-],nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1ccco1,C[C@@H](C[N+](=O)[O-])c1ccco1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[N+](=O)[O-])c1cccs1,CC(C[N+](=O)[O-])c1cccs1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[Si](C)(C)C)C1CCCCC1,CC(C[Si](C)(C)C)C1CCCCC1,34.12062594688129,-57.2795536095493,0.5616450425734922,-55.543017821393605,-25.927477581769175,0.34000683623294325,-13.698164334338545,13.277852553131488,0.9805335188538304,0.23217839481195476,1.374155978036848,0.4328839582071383,1.1064146862614301,0.8360486381546393,0.37808915913290353,0.2650793628808005,1.2549159609195772,0.5281189009722458
C/C(=C\[Si](C)(C)C)CCCCl,CC(CCCCl)C[Si](C)(C)C,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[Si](C)(C)C)c1ccccc1,C/C(=C\[Si](C)(C)C)c1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\[Si](C)(C)C)c1ccccc1,C[C@@H](C[Si](C)(C)C)c1ccccc1,0.6231337957505755,2.3671406316005132,0.006633256700267487,4.204811892862765,5.580217445805262,0.02229048052406979,-3.120990309484717,5.730542736023649,0.0073544001244227886,-0.7363480537693382,11.154129895083848,0.43753652889377426,0.2847836044065497,2.565114808127946,0.011784545566227878,0.28717537496404827,1.045706957328774,0.09417036252452804
C/C(=C\[Si](C)(C)C)c1ccccc1,C[C@H](C[Si](C)(C)C)c1ccccc1,1.070620604652936,1.561966663434966,0.024638863891180307,5.239324139236758,6.4269457990660035,0.018275393984867216,22.079721185339054,-12.57677033880075,0.3962834826727918,0.12013646437909851,2.452400389390406,0.07705928095050285,-0.41766517180899915,4.79830055369383,0.1308822409374384,0.4151653158000984,-0.10411060423365415,0.4539410146450513
C/C(=C\[Si](C)(C)c1ccccc1)CO,CC(CO)C[Si](C)(C)c1ccccc1,-20.58318886049128,35.59944846177409,1.0,191.89090089747427,101.22245022341767,1.0,89.76669371528409,-65.38082107954776,1.0,0.9882362039656415,-7.973168540020329,1.0,-5.708681047845342,19.897365230407217,1.0,-14.370015918567445,99.54014798133178,1.0
C/C(=C\c1ccc(-c2ccccc2)cc1)C(=O)O,C[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\c1ccc(-c2ccco2)cc1)C(=O)n1nc(C)cc1C,Cc1cc(C)n(C(=O)[C@H](C)Cc2ccc(-c3ccco3)cc2)n1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\c1ccc(Br)cc1)C(=O)O,C[C@@H](Cc1ccc(Br)cc1)C(=O)O,8.071601012060087,-8.462309107075013,1.0,14.077857059468256,11.535221823311248,1.0,-9.433421532118631,11.473235197107604,1.0,5.832275310504235,-47.40009011840404,1.0,-1.2546205550347744,9.005523798476435,1.0,0.5125769559618569,-1.361810235502221,1.0
C/C(=C\c1ccc(Br)cc1)C(=O)O,C[C@H](Cc1ccc(Br)cc1)C(=O)O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\c1ccc(C(F)(F)F)cc1)C(=O)O,C[C@@H](Cc1ccc(C(F)(F)F)cc1)C(=O)O,4.358363796810811,-3.12871886691514,0.543714845103055,16.81078248933719,12.380482740796813,0.96612599981547,-5.7252726388602175,8.133238600982779,0.594883294014356,0.9652355671007441,-4.940391063114246,0.2371342325336584,-0.2845799263071967,4.647300051970193,0.2629161100186921,0.3504548821672486,-0.35027660201278676,0.5400107660019743
C/C(=C\c1ccc(C)c(C)c1)C(=O)O,Cc1ccc(C[C@@H](C)C(=O)O)cc1C,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\c1ccc(C)cc1)C(=O)O,Cc1ccc(C[C@H](C)C(=O)O)cc1,9.042737412787949,-9.50017598805908,0.7409439320724276,13.57648849804142,11.173761022202193,0.19947758241084412,-11.068645650245344,13.182458721233818,0.703865482861985,3.489115847139661,-25.951718983498687,0.9808885633554073,-0.7839994555488119,7.548695252061405,0.6316863135023826,0.22797879579206362,1.4659910143915722,0.07234164368656237
C/C(=C\c1ccc(C)cc1)C(=O)n1nc(C)cc1C,Cc1ccc(C[C@@H](C)C(=O)n2nc(C)cc2C)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\c1ccc(C)cc1)CO,Cc1ccc(C[C@H](C)CO)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\c1ccc(C2CCCCC2)cc1)C(=O)n1nc(C)cc1C,Cc1cc(C)n(C(=O)[C@H](C)Cc2ccc(C3CCCCC3)cc2)n1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\c1ccc(Cl)cc1)C(=O)O,C[C@@H](Cc1ccc(Cl)cc1)C(=O)O,4.494914590419583,-2.829184021942881,0.8157678824037871,10.717925323567606,9.591002277009652,0.5539605608377316,-5.652901953904326,8.573170533223529,0.8180537018252119,1.4573748116438858,-8.641742113161513,0.7625522717662088,-0.35364061395473295,5.474846334028177,0.5727069131279241,0.20633046332136432,1.6526083264931515,0.26403674910191866
C/C(=C\c1ccc(Cl)cc1)C(=O)O,C[C@H](Cc1ccc(Cl)cc1)C(=O)O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\c1ccc(Cl)cc1)C(=O)n1nc(C)cc1C,Cc1cc(C)n(C(=O)[C@H](C)Cc2ccc(Cl)cc2)n1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\c1ccc(F)cc1)C(=O)O,C[C@@H](Cc1ccc(F)cc1)C(=O)O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\c1ccc(F)cc1)C(=O)O,C[C@H](Cc1ccc(F)cc1)C(=O)O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\c1ccc(F)cc1)C(=O)n1nc(C)cc1C,Cc1cc(C)n(C(=O)[C@H](C)Cc2ccc(F)cc2)n1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\c1ccc(F)cc1)CO,C[C@H](CO)Cc1ccc(F)cc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\c1ccc2ccccc2c1)C(=O)O,C[C@@H](Cc1ccc2ccccc2c1)C(=O)O,7.865747047075628,-7.6718979350312395,0.8172673344062872,40.1326083070528,25.064504647997985,0.9898508078119731,-9.934818154529752,12.290874812223022,0.8132140725030725,3.0665379619748605,-22.048995257409562,0.9970675049061495,-0.6490455659260769,7.086508419146975,0.629345603031384,0.4895208887709997,-1.3365419639180551,0.2859713477619362
C/C(=C\c1cccc(Br)c1)C(=O)O,C[C@@H](Cc1cccc(Br)c1)C(=O)O,6.485700403364938,-5.3971509279708405,0.8172673344062874,33.09133542273148,21.59564431026487,0.9898508078119732,-8.191752636661086,11.063149979784082,0.8132140725030721,2.528513360254645,-17.25178410456573,0.9970675049061495,-0.5351704121090469,6.7718905465963,0.629345603031384,0.4036343664188912,-0.17333422862940395,0.2859713477619361
C/C(=C\c1cccc(C)c1)C(=O)O,Cc1cccc(C[C@H](C)C(=O)O)c1,4.412218403804199,-1.9794063218811377,0.817267334406288,22.51201721912442,16.38377737659358,0.989850807811973,-5.572844796243648,9.218527298313665,0.8132140725030723,1.7201462430475751,-10.044106727250249,0.9970675049061494,-0.364076135902596,6.299185875020953,0.6293456030313833,0.27459223663758714,1.5743532947326373,0.2859713477619359
C/C(=C\c1cccc(C)c1)C(=O)n1nc(C)cc1C,Cc1cccc(C[C@@H](C)C(=O)n2nc(C)cc2C)c1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\c1cccc(Cl)c1)C(=O)O,C[C@@H](Cc1cccc(Cl)c1)C(=O)O,8.417819695539013,-8.581885731817087,0.8172673344062871,42.94939293351183,26.45218449384193,0.9898508078119732,-10.632112554889662,12.782012776956131,0.8132140725030725,3.281768851571086,-23.968067397802944,0.9970675049061494,-0.6946000825421998,7.21236787682874,0.6293456030313841,0.5238788578138042,-1.8018705657160425,0.2859713477619361
C/C(=C\c1cccc(F)c1)C(=O)O,C[C@H](Cc1cccc(F)c1)C(=O)O,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\c1ccccc1)C(=O)C(C)C,CC(C)C(=O)[C@@H](C)Cc1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\c1ccccc1)C(=O)Cc1ccccc1,C[C@@H](Cc1ccccc1)C(=O)Cc1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\c1ccccc1)C(=O)NCC(C)C,CC(C)CNC(=O)C(C)Cc1ccccc1,-23.658746093391482,40.31212298550168,0.214412239570409,-9.923900223999869,-2.658728009336014,0.005554842576688257,9.723103244431414,-4.399962590991818,0.10595312367420018,-0.08617356132497192,3.2071246991025735,0.041378844287384364,0.15892087054771256,1.8756352488885415,0.00912323233666057,0.6501774846779164,-2.92117982262338,0.4967481879942769
C/C(=C\c1ccccc1)C(=O)NCc1ccccc1,CC(Cc1ccccc1)C(=O)NCc1ccccc1,541.0106415258024,-860.4169945732208,1.0,-2177.681489839041,-1107.716186693225,1.0,126.81148809301446,-86.23558603085753,1.0,-0.9999158345743063,11.047663970702086,1.0,9.470239069026816,-25.135079736363384,1.0,1.415932616186647,-9.276001098724157,1.0
C/C(=C\c1ccccc1)C(=O)NCc1ccccc1,C[C@@H](Cc1ccccc1)C(=O)NCc1ccccc1,0.002651197121087862,0.4566074507505077,6.536490217978752e-07,-23.696528800935564,-10.478218962010056,0.3398644987702395,-1.2204489102181775,1.5948978212127272,0.0017316716495366924,-0.16863008429821794,1.7385961782250974,0.07478154091082134,-0.6390892144569588,2.1933187164298173,0.15756937139493976,0.1525681292847918,-0.6303199076410659,0.07223853554371318
C/C(=C\c1ccccc1)C(=O)Nc1ccccc1,CC(Cc1ccccc1)C(=O)Nc1ccccc1,621.3528672537446,-988.2153540229209,1.0,-2501.0758270128417,-1272.2394568759337,1.0,145.6434969653932,-99.06493617592197,1.0,-1.1484073013294591,12.665262242640965,1.0,10.876607126474802,-28.890762393189185,1.0,1.626204224790113,-10.67654768623175,1.0
C/C(=C\c1ccccc1)C(=O)O,C[C@@H](Cc1ccccc1)C(=O)O,1.8729538192059147,-0.19892373941867803,0.04208031083463737,6.9298401303331945,6.04030009225006,0.044545530392613,6.5295783930352425,-2.6146798324601552,0.07569304702906887,-0.3099243071079505,5.327367529953198,0.02259659641953682,-0.12054498517132244,3.0866542504642562,0.003782436342484208,-0.011933923579055082,2.6766533920902207,8.828097055268991e-05
C/C(=C\c1ccccc1)C(=O)O,C[C@H](Cc1ccccc1)C(=O)O,2.099136117464678,-0.10878742417277643,0.20197936505435676,-32.24025789006492,-12.62595554741944,0.31278914361364196,-15.637282261278528,15.008703817019999,0.07599555546279291,0.2155719309322712,0.6389159587251085,0.0116618875569805,2.134667282025085,-7.47323485307695,0.46308083622036955,-0.12911234986373227,4.124048403614851,0.010104185440437119
C/C(=C\c1ccccc1)C(=O)OC(C)C,CC(C)OC(=O)[C@@H](C)Cc1ccccc1,-4.535664016297424,10.383465643498209,0.4534573136255253,49.944041278390465,28.47525086728221,0.5718414206788598,44.27808152346543,-32.18587727227936,0.732237991312851,0.05258710655922703,2.1650130757207564,0.008717845408739433,-0.404080692918096,4.290925860569063,0.08683288317920135,0.10983013164931067,1.6573907529002683,0.030696020032055626
C/C(=C\c1ccccc1)C(=O)OC(C)C,CC(C)OC(=O)[C@H](C)Cc1ccccc1,-1.068173239621017,4.723191416896338,0.03596860025562165,64.93718441725623,36.70967851335004,0.23332091605556304,23.798724209048828,-15.867309916466326,0.4212103242015133,-0.8661523209917766,10.0954457911606,0.11253998256867837,0.834688401654573,-0.1390892845268894,0.1796270377069379,1.3577406193943868,-9.111517980709856,0.5522140317247699
C/C(=C\c1ccccc1)C(=O)OCC(C)C,CC(C)COC(=O)[C@@H](C)Cc1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\c1ccccc1)C(=O)OCC(C)C,CC(C)COC(=O)[C@H](C)Cc1ccccc1,-67.73619639983549,122.41744489401873,1.0,142.04830526742163,77.01133706762427,1.0,21.35009395883763,-13.867721688176252,1.0,-6.378530998200375,58.16840577378419,1.0,1.0480862085356333,-0.5051944521227316,1.0,1.2712611298279386,-8.391584493204675,1.0
C/C(=C\c1ccccc1)C(=O)OCc1ccccc1,C[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit,nofit
C/C(=C\c1ccccc1)C(=O)c1ccccc1,CC(Cc1ccccc1)C(=O)c1ccccc1,704.6320800587773,-1119.090546344029,1.0,-199.3814245825461,-98.57260716128273,1.0,-189.11994655142567,133.1505352382992,1.0,2.1097743069835793,-18.103477474909447,1.0,0.8952829971871161,0.4669026931698781,1.0,-2.3781027960270964,20.324430822117282,1.0
C/C(=C\c1ccccc1)C(=O)c1ccccc1,C[C@@H](Cc1ccccc1)C(=O)c1ccccc1,-24.61884304441976,44.538941087125366,1.0,-28.11712075470619,-9.197696869835983,1.0,-32.511097281878875,27.463490578946033,1.0,2.4415381644382217,-20.499582446404244,1.0,1.9549463297974963,-2.8246668042649103,1.0,-0.4186788751487338,8.13481773528744,1.0
